Job Title,Company,Location,Salary,Description,URL
DBA,Abhinav IT Solutions Pvt Ltd,"Pune, Maharashtra","₹25,000 - ₹28,000 a month","Building database systems of high availability and quality depending on each end user’s specialized role. Designing and implementing databases in accordance to end users' information needs and views. Install the server software. Configure database servers. Monitor and maintain system health and security.`Design backup processes for server and associated data. Create accounts for all users and assign security levels. Provide end-to-end technical support and problem resolution.`Schedule and perform regular server maintenance.`Create database management procedures.`Evaluate data analysis models and procedures.`Be available for on-call support as needed`Job Type: Full-time`Salary: ₹25,000.00 - ₹28,000.00 per month`Benefits:`Health insurance`Schedule:`Day shift`Ability to commute/relocate:`Kothrud, Pune - 411038, Maharashtra: Reliably commute or planning to relocate before starting work (Required)`Experience:`total work: 2 years (Preferred)`Speak with the employer`+91 9850850003``Health insurance",https://in.indeed.com/company/Abhinav-IT-Solutions-Pvt-Ltd/jobs/Database-Administrator-52d5fdf1943569dc?fccid=b0c72703b686b25e&vjs=3
Oracle Database Administrator,CredenTek Software & Consultancy,"Baner, Pune, Maharashtra",,"Work Location`Baner, Pune/Airoli, Mumbai (Flexible to shift locations)`Preferred Domain`Banking`Preferred Gender`Male Canditates Only (Immediate / upto 15 days Joiners Preferred)`Purpose Of Position`The Oracle Database Administrator (DBA) will be responsible for the installation, configuration, administration, and maintenance of Oracle databases for our clients in the banking industry. The candidate will work closely with development and infrastructure teams to ensure high availability and performance of the database systems.`Duties and Responsibilities`Install, configure, and maintain Oracle databases and related software products.`Monitor and maintain database performance, security, and availability.`Troubleshoot database issues and provide resolution in a timely manner.`Develop and implement backup and recovery procedures to ensure data integrity and availability.`Perform database upgrades and patches as necessary.`Collaborate with development and infrastructure teams to ensure database systems meet performance and availability requirements.`Participate in on-call rotation to provide 24/7 support for critical production systems.`Develop and maintain technical documentation related to database systems.`Stay up-to-date with the latest Oracle database technologies and best practices.`Qualification & Experience`Bachelor's degree in Computer Science, Information Systems, or related field.`Minimum of 3 years of experience as an Oracle DBA.`Strong knowledge of Oracle database architecture, administration, and maintenance.`Experience in database performance tuning and optimization.`Experience in database backup and recovery procedures.`Experience in database security management.`Familiarity with Oracle RAC, Data Guard, and GoldenGate is a plus.`Excellent problem-solving and analytical skills.`Strong communication and interpersonal skills.`Ability to work independently and as part of a team.`Flexibility to work on-call and outside of normal business hours as required.",https://in.indeed.com/rc/clk?jk=d82002ad4c5005a7&fccid=c4e654b9aba764e9&vjs=3
ORACLE DATABASE ADMINISTRATOR,Parth Infotech,"Pune, Maharashtra",,"Contract length:`12 months`Job Types`Full-time, Temporary, Contract`Salary`As per industry standards`Location`‍Pune`JOB DESCRIPTION`We are hiring for the position of Oracle DBA at Pune location.`Knowledge in Oracle 11g/12c`Oracle Database upgrade`Data guard knowledge`performance tuning`Send Your Resume at info(at)parthinfotech.net",https://in.indeed.com/rc/clk?jk=f2c8c4e3cbb7c3a2&fccid=f120dcde76b7b161&vjs=3
MSSQL Database Administrator,UBS,"Pune, Maharashtra",,"India`Information Technology (IT)`Group Functions`Job Reference #`273805BR`City`Pune`Job Type`Full Time`Your role`Do you like to work and explore multiple, complex IT technologies? Are you a customer-focused team player, who would like to become part of a large global organization? Would you like to take an opportunity to drive your career? We are looking for someone who can help us with the following key tasks:`Database Admin support for entire spectrum of Database Service Administration Delivery tasks including database fault monitoring, user and service requests, user raised incidents & complains.`Attend incidents for troubleshooting & resolution, monitor and analyze performance issues. Support and problem management tasks.`Compliance with operational / change management guidelines`Support and coordinate global database infrastructure events, change management process, implement tasks related to database support during all planned activities related to database maintenance, DC activities.`Coverage provided is 24x7 so shift work required including weekend.`Cross training to support other RDBMS areas like Sybase & Oracle.`Your team`This team provides 24x7 operational support to all business areas globally in production, development, DR & QA infrastructure. Team support 3 platforms – Oracle, Sybase & MSsql. Primary responsibility of the team is to provide support to all standardized & predefined scope of infrastructure in all area taking into account business requirements, priorities, risks, synergies and technical / regulatory constraints – event/fault monitoring and remediation, incident & problem management, user requests management, change & vulnerability management, all database administration tasks, escalating cases with vendor, participate in testing & on-boarding new production/services.`This team is also responsible for planning, supporting and executing global and regional infrastructure projects. All the services have defined SLA and deliverables are measured against predefined KPIs. Team work as integral part of global DBServices team, collaborate & work hand-in-hand with regional DBAs around the globe as well internal engineering. The team works closely with other infrastructure teams such as Wintel, Unix, Network and Storage.`Your expertise`experienced DBA worked for financial institutes supporting complex infrastructure setup and willing to work in 24x7 shift rotation including weekend for optimal support`eager to learn new technologies and truly become cross platform DBA, able to prioritize & solve problems quickly`at least 3 to 5 years of experience managing MSSQL 2000, 2005, 2008, 2008R2, 2012, 2014 & 2016 server estate comprising of over 500+ servers. Worked extensively on DBA activities like database lifecycle management, creation, upgrade, migration, patching, refresh/cloning, backup & recovery, alert monitoring, space & user management, resolving performance issues, database corruption, clustering technology.`experienced in high availability and disaster recovery solutions like Log Shipping, mirroring, replication, AlwaysON, setup/maintain/diagnose native`familiar with Windows/UNIX platform system administration, knows PowerShell scripting/automation tools, exposure to Sybase database administration tasks`experienced supporting large infrastructure for incident/change management, strong collabration skills and equally capable of managing shift alone. Good knowledge of ITIL concept, process and used ITIL oriented operational tools.`able to support 9 hour shift in 24x7 rotational basis. Shift is 5 days a week including weekend and public holidays.`About us`UBS is the world’s largest and only truly global wealth manager. We operate through four business divisions: Global Wealth Management, Personal & Corporate Banking, Asset Management and the Investment Bank. Our global reach and the breadth of our expertise set us apart from our competitors.``With more than 70,000 employees, we have a presence in all major financial centers in more than 50 countries. Do you want to be one of us?`How we hire`This role requires an assessment on application. Learn more about how we hire: www.ubs.com/global/en/careers/experienced-professionals.html`Join us`At UBS, we embrace flexible ways of working when the role permits. We offer different working arrangements like part-time, job-sharing and hybrid (office and home) working. Our purpose-led culture and global infrastructure help us connect, collaborate, and work together in agile ways to meet all our business needs.``From gaining new experiences in different roles to acquiring fresh knowledge and skills, we know that great work is never done alone. We know that it's our people, with their unique backgrounds, skills, experience levels and interests, who drive our ongoing success. Together we’re more than ourselves. Ready to be part of #teamUBS and make an impact?`Disclaimer / Policy Statements`UBS is an Equal Opportunity Employer. We respect and seek to empower each individual and support the diverse cultures, perspectives, skills and experiences within our workforce.",https://in.indeed.com/rc/clk?jk=0c2e640460e93deb&fccid=1c76c3a36f6c7557&vjs=3
Associate Database Administrator 7183,Altera Digital Health,"Pune, Maharashtra",,"Altera, a new member of the N. Harris Computer Corporation family, delivers health IT solutions that support caregivers around the world. These include the Sunrise™, Paragon®, Altera TouchWorks®, Altera Opal, STAR™, HealthQuest™ and dbMotion™ solutions. At the intersection of technology and the human experience, Altera Digital Health is driving a new era of healthcare, in which innovation and expertise can elevate care delivery and inspire healthier communities across the globe. A new age in healthcare technology has just begun.`We are an Equal Opportunity Employer. No job applicant or employee shall receive less favorable treatment or be disadvantaged because of their gender, marital or family status, color, race, ethnic origin, religion, disability or age; nor be subject to less favorable treatment or be disadvantaged on any other basis prohibited by applicable law.`Mandatory Skills:-``1-2 years of experience`Hands on with SQL DBA and Always on`Must be willing to work in 24X7 shifts`Must have good communication skills",https://in.indeed.com/rc/clk?jk=ecf5e974ba25577f&fccid=6f108277239baae5&vjs=3
Red Hat OS Administration Database Administrator,Accenture,"Pune, Maharashtra",,"About Accenture: Accenture is a global professional services company with leading capabilities in digital, cloud and security. Combining unmatched experience and specialized skills across more than 40 industries, we offer Strategy and Consulting, Technology and Operations services and Accenture Song-all powered by the world's largest network of Advanced Technology and Intelligent Operations centers. Our 699,000 people deliver on the promise of technology and human ingenuity every day, serving clients in more than 120 countries. We embrace the power of change to create value and shared success for our clients, people, shareholders, partners and communities. Visit us at accenture.com`Project Role :Database Administrator`Project Role Description :Administer, develop, test, or demonstrate databases. Perform many related database functions across one or more teams or clients, including designing, implementing and maintaining new databases, backup/recovery and configuration management. Install database management systems (DBMS) and provide input for modification of procedures and documentation used for problem resolution and day-to-day maintenance.`Management Level :11`Work Experience :2.5-4 years`Work location :Pune`Must Have Skills :`Good To Have Skills :`Job Requirements :`Key Responsibilities : a: Manages the day-to-day operations of the Unix and Linux environment by monitoring system performance, configuration, maintenance and issues b: Works with vendors to assist support activities c: Ensure that system downtime and accurate server inventory are properly maintained and documented d: Assists with problem resolution for technical server related issues e: Provide Support for Windows and VMWare``Technical Experience : a: Must have knowledge in Linux System administration b: Should be good in Windows and VMWare administration c: Knowledge of Puppet Knowledge of AWS d: Ability to structure and draft technical documentation e: ITIL Certified or a strong working knowledge of ITIL Incident, Problem and Change Management disciplines f: Required to work in rotating shifts24x7 and provide standby support if required``Professional Attributes : a: Good communication skills b: Good Team Management Skill c: Good analytical, Performance management and troubleshooting skills``15 years of full time education",https://in.indeed.com/rc/clk?jk=bc403ccd6c96456c&fccid=a4e4e2eaf26690c9&vjs=3
MSSQL Database Administrator,Inssemble,"Pune, Maharashtra",,"Experience required for the Job : 8-10 Years`Inviting applications for the role of Database Administrator – SQL Server`In this role you will be responsible for development of high-quality database solutions, Develop, implement and optimize stored procedures and functions using T-SQL, analyze existing SQL queries for performance improvements and Develop procedures and scripts for data migration. Working knowledge for SSIS and Data warehouse is mandatory.``Responsibilities:`Development of high-quality database solutions`Develop, implement and optimize stored procedures and functions using T-SQL`Review and interpret ongoing business report requirements`Research required data and build appropriate and useful reporting deliverables`Analyze existing SQL queries for performance improvements`Develop procedures and scripts for data migration`Working knowledge for SSIS and Data warehouse`SQL job scheduling and fix the issues`Provide timely scheduled management reporting`Data modeling and database design`Metadata management and repository usage`Database schema creation and management`Backup and recovery`Ensuring data integrity`Performance management and tuning`Ensuring availability`SQL code reviews and walk-thrush`Procedural skills`Data security`Capacity planning`General database management`General systems management and networking skills`ERP and business knowledge are additional`Extensible data type administration`Web-specific technology expertise`Storage management techniques",https://in.indeed.com/rc/clk?jk=b7ae70fd4fc0da2c&fccid=76a6e59d35c2a778&vjs=3
SQL Database Administrator,Sagitec,"Pune, Maharashtra",,"Job Description`3 to 6 years MS SQL Server Administration experience required.`Experience with Performance Tuning and Optimization (PTO), using native monitoring and troubleshooting tools.`Experience with backups, restores and recovery models.`Knowledge of High Availability (HA) and Disaster Recovery (DR) options for SQL Server/Oracle.`Experience working with Windows server, including Active Directory.`Excellent written and verbal communication.`Flexible, team player, “get-it-done” personality.`Ability to organize and plan work independently.`Ability to work in a rapidly changing environment.`Ability to multi-task and context-switch effectively between different activities and teams.`Skills`Good interpersonal and communication skills.`Proven success working in a team-oriented environment.`Proven experience of training candidates on latest version.`To collaborate with industry to take up live projects.`Hands on Experience Required.`Qualifications`Basic computer skills`Good interpersonal skills`Good listening skills`Team Player`Education`BE (Information Technology or Computer Science)/MCA`Qualified applicants, please email your resume to: careers@sagitec.com`About Sagitec Solutions`Sagitec Solutions, LLC, is a global software provider focused on solving complex, business-rule driven problems with domain experts and proven technology. Sagitec designs and delivers complex benefits administration software – pension, unemployment insurance, paid family leave, disability, and healthcare solutions to clients of all sizes. Understanding that a dynamic world requires dynamic technology, Sagitec offers solutions that are highly configurable, rule driven, and extensible by nature. With deep industry experience in software implementation and systems integration, project management, knowledge management, predictive analytics, chatbots, cloud services, consulting, hosting, and software support, Sagitec is a partner clients can trust to drive their vision into action. For more information, visit: www.sagitec.com",https://in.indeed.com/rc/clk?jk=8bc7f04ca706bf0c&fccid=ef8ec5e2ec8282f0&vjs=3
Junior DBA,Telerad Tech,"Remote in Bengaluru, Karnataka",,"Experience: 0 -3 years of Junior DBA.`Education Qualification: B-Tech, BCA, MCA`Location: Virtual or Bangalore",https://in.indeed.com/rc/clk?jk=bc7ef43815d5371c&fccid=ba8f92646a8f10f1&vjs=3
Microsoft SQL Server Database Administration Cloud Services Engineer,Accenture,"Bengaluru, Karnataka",,"About Accenture: Accenture is a global professional services company with leading capabilities in digital, cloud and security. Combining unmatched experience and specialized skills across more than 40 industries, we offer Strategy and Consulting, Technology and Operations services and Accenture Song-all powered by the world's largest network of Advanced Technology and Intelligent Operations centers. Our 699,000 people deliver on the promise of technology and human ingenuity every day, serving clients in more than 120 countries. We embrace the power of change to create value and shared success for our clients, people, shareholders, partners and communities. Visit us at accenture.com`Project Role :Cloud Services Engineer`Project Role Description :Act as liaison between the client and Accenture operations teams for support and escalations. Communicate service delivery health to all stakeholders and explain any performance issues or risks. Ensure Cloud orchestration and automation capability is operating based on target SLAs with minimal downtime. Hold performance meetings to share performance and consumption data and trends.`Management Level :9`Work Experience :6-8 years`Work location :Bengaluru`Must Have Skills :`Good To Have Skills :`Job Requirements :`Key Responsibilities : 1 Manage Microsoft SQL Server databases 2 Configure and maintain database servers and processes 3 Monitor systems health and performance 4 Ensure high levels of performance, availability, sustainability and security 5 Analyze, solve, and correct issues in real time``Technical Experience : 1 Should be able to write queries for good support of database validations or logs 2 Good knowledge on high availability Always ON, Replication, clustering etc 3 Experience in troubleshooting slow running queries and take necessary steps to resolve them 4 Troubleshooting the fails backup jobs 5 Experience in SQL Server Version Upgrades6 Microsoft DBA is often needed to deploy SQL Server portion of software releases``Professional Attributes : 1 A team player and a lead with ability to take complete ownership of deliverables. 2 Good communication and interpersonal skills 3 Ability to coordinate with cross-functional teams.``Educational Qualification : BE or B Tech or MCA or equivalent 4 year degree or PG in computers``15 years of full time education",https://in.indeed.com/rc/clk?jk=d687a5d81a5b45c9&fccid=a4e4e2eaf26690c9&vjs=3
Associate Database Administrator (Remote),Allscripts Asia,"Remote in Bengaluru, Karnataka",,"Welcome to Veradigm! Our Mission is to be the most trusted provider of innovative solutions that empower all stakeholders across the healthcare continuum to deliver world-class outcomes. Our Vision is a Connected Community of Health that spans continents and borders. With the largest community of clients in healthcare, Allscripts is able to deliver an integrated platform of clinical, financial, connectivity and information solutions to facilitate enhanced collaboration and exchange of critical patient information.``We are an Equal Opportunity Employer. No job applicant or employee shall receive less favorable treatment or be disadvantaged because of their gender, marital or family status, color, race, ethnic origin, religion, disability or age; nor be subject to less favorable treatment or be disadvantaged on any other basis prohibited by applicable law.`Summary:`Install, design, implement, upgrade and optimize the performance of databases required to operate software solutions.`Primary Skills:`SQL Server`Responsibilities:`Performs software upgrades and new software installation both pro-actively and in response to requests from users of systems, including any necessary patches to database systems and applications to ensure continuing stable and secure operation`Installs and configures database system software plus third-party system tools, applications and products`Creations of basic SQL statements`Support the development efforts to create and maintain software for customers. Update stored procedures, utilities, reports, and database maintenance tools that will be used by customers to maintain their systems.`Collaborate with development team on solutions for customers that involve database related updates to the schema, reports, utilities, etc.``Veradigm is proud to be an equal opportunity workplace dedicated to pursing and hiring a diverse and inclusive workforce.`Thank you for reviewing this opportunity! Does this look like a great match for your skill set? If so, please scroll down and tell us more about yourself!",https://in.indeed.com/rc/clk?jk=f229e7ddf1212e74&fccid=944934413171e989&vjs=3
Microsoft SQL Server Database Administration Software Development Engineer,Accenture,"Bengaluru, Karnataka",,"About Accenture: Accenture is a global professional services company with leading capabilities in digital, cloud and security. Combining unmatched experience and specialized skills across more than 40 industries, we offer Strategy and Consulting, Technology and Operations services and Accenture Song-all powered by the world's largest network of Advanced Technology and Intelligent Operations centers. Our 699,000 people deliver on the promise of technology and human ingenuity every day, serving clients in more than 120 countries. We embrace the power of change to create value and shared success for our clients, people, shareholders, partners and communities. Visit us at accenture.com`Project Role :Software Development Engineer`Project Role Description :Analyze, design, code and test multiple components of application code across one or more clients. Perform maintenance, enhancements and/or development work.`Management Level :10`Work Experience :4-6 years`Work location :Bengaluru`Must Have Skills :`Good To Have Skills :`Job Requirements :`Key Responsibilities : SQL Server 2016/2017/2019 Administration Experience in maintaining a VLDB 10 TB of database Experience in handling SQL Servers hosted in the cloud Azure and AWS Responsible for all functions associated with the maintenance of SQL Server databases, including security, backup, reporting, and recovery procedures Should have good knowledge of SQL Server 2016/2017/2019 optimization and fine-tuning SQL Server database technologies, including SSIS, SSAS and SSRS``Technical Experience : Manage configuration of High availability concepts like SQL ALWAYSON high availability, Mirroring, and log shipping Manage and troubleshoot the L2 L3 tasks independently Responsible for improvement and maintenance of the databases, including rollout and upgrades Responsible for implementation and release of database changes to different environments T-SQL and Basic PowerShell scripting knowledge Refine and automate regular processes, track issues, and document Perform daily, weekly monthly task``Professional Attributes : Good Communication Skill Good Presentation Skill``Educational Qualification : Any full time graduate with 15 Years of fulltime education``Additional Information : Must be flexible for rotational shifts, including night and Weekend support``15 years of full time education",https://in.indeed.com/rc/clk?jk=ad6313f72c7217de&fccid=a4e4e2eaf26690c9&vjs=3
Database Administrator,Molex,"Bengaluru, Karnataka",,"Description`Molex is a globally recognized provider of electronic solutions in a wide range of industries including data communications, consumer electronics, industrial, automotive, commercial vehicle and medical. It is a subsidiary of Koch Industries, one of the largest privately held companies in the world. Our vision is to be the leading global provider of innovating electronic solutions that create value for our customers and society.`What do we do?`mPact2wo is a “startup” within Molex that is incubated within the business development unit. We are growing a hardware/software innovations group focused on combining smart sensor solutions with industrial IoT manufacturing applications. We are creating an IoT (Internet of Things) based data platform that receives data signals from over a million sensors across industries, process the data, and provide real-time monitoring systems in a centralized environment. Being a subsidiary of Koch Industries, we have multiple clients using our products.`We are at an early stage of product development. We are actively looking for smart and motivated people across levels who can join us on our journey to build the platform for next-gen industries. Contact us if you are interested in this opportunity.`DUTIES & RESPONSIBILITIES:`1.`Responsible for the operation and availability of the data platform across all levels and regions. Assist with the tuning and performance as well as determining optimum values for data platform attributes.``2.`Test the data platform across different environments; testing for performance, stability and fail over, as well as versions upgrades.``3.`Work with other teams to investigate and troubleshoot any data platform related issues.``4.`Assist in planning for growth and implement plans to improve the data platforms as the company scales.``5.`Utilize existing and build new tools, services and scripts to gain insight into the performance of data platforms and optimize as needed.``6.`Build adequate safeguards in place to monitor the availability of the data platform(s) and a robust alert mechanism in the event of an unexpected behavior``7.`Implement the best security practices in the industry and drive the development team to adopt such practices.``WORK EXPERIENCE:`REQUIRED:`3+ years of experience as a database administrator in a cloud-based product organization (preferably a SaaS product)`Hands on experience with a leading database, preferably PostgreSQL.`Use of a scripting language for automation.`Exposure to working in a cloud-based infrastructure and infrastructure as code environment.``PREFERRED:`Hands on experience in Jenkins, Git, GitLab, or other equivalent`Hands on experience in a NoSQL based product`Familiarity with metrics & alerting platforms, such as Prometheus, to pro-actively address database issues.",https://in.indeed.com/rc/clk?jk=34c1c60688aebe39&fccid=de113fe345574782&vjs=3
Oracle Database Administration Database Administrator,Accenture,"Bengaluru, Karnataka",,"About Accenture: Accenture is a global professional services company with leading capabilities in digital, cloud and security. Combining unmatched experience and specialized skills across more than 40 industries, we offer Strategy and Consulting, Technology and Operations services and Accenture Song-all powered by the world's largest network of Advanced Technology and Intelligent Operations centers. Our 699,000 people deliver on the promise of technology and human ingenuity every day, serving clients in more than 120 countries. We embrace the power of change to create value and shared success for our clients, people, shareholders, partners and communities. Visit us at accenture.com`Project Role :Database Administrator`Project Role Description :Administer, develop, test, or demonstrate databases. Perform many related database functions across one or more teams or clients, including designing, implementing and maintaining new databases, backup/recovery and configuration management. Install database management systems (DBMS) and provide input for modification of procedures and documentation used for problem resolution and day-to-day maintenance.`Management Level :10`Work Experience :4-6 years`Work location :Bengaluru`Must Have Skills :`Good To Have Skills :`Job Requirements :`Key Responsibilities : Oracle Database administration L2/L3 support including patching, upgrade, database refresh, cloning, installation, and backup restore. Sound technical knowledge to troubleshoot Database related issues.``Technical Experience : 4 years of experience in Oracle Database administration Experience in managing at least one Oracle database release Oracle 11g, 12c, 18c, 19c Exadata storage servers upgrades and patching Exposure to Oracle Linux or Oracle Solaris Must Have skill - Oracle DBA, RAC, Data Guard``Professional Attributes : Good interpersonal, written, and oral communication skills``Educational Qualification : OCP certification``Additional Information : Willing to work in 24x7 Rotational shifts as per project requirement..``15 years of full time education",https://in.indeed.com/rc/clk?jk=ac4b358e191c1fb8&fccid=a4e4e2eaf26690c9&vjs=3
Database Administrator (Remote Opportunity),Webyops Inc,"Remote in Bengaluru, Karnataka","₹25,000 - ₹40,000 a month","The ideal candidate will be responsible for creating, installing and managing our databases. You will ensure optimal database performance by analyzing database issues and monitoring database performance.`Analyze and evaluate reported problems, take responsibility for resolution, and prevent recurrence,`Develop, implement, administer, and maintain, logical and physical data models to support business, performance, reliability, and security requirements`Develop, test, implement, troubleshoot, and support data extraction, transformation, and loading processes`Maintain technical documentation related for the data warehouse and other database systems`Coach and train other employees on proper access and use of database systems`Set standards, guidelines and procedures to utilize the corporate database systems`Support use of front-end data access, reporting, and analysis tools`Tune data warehouse and other database systems for optimal performance and reliability`Manage departmental internal controls and regulatory issues`Qualifications:`Bachelor's degree in computer science or equivalent professional experience`3+ years of professional experience developing, tuning, troubleshooting, and supporting data base systems, data warehouses, and SQL.`Working knowledge of Microsoft SQL Server and Oracle, including experience with database administration, T-SQL, SSIS, and SSRS preferred`Ability to initiate and lead improvements to systems, methods, and procedures`Self-starter with the ability to initiate, complete, and oversee required tasks with limited oversight`Ability to diagnose and resolve computer related problems quickly and effectively`Job Type: Full-time`Pay: ₹25,000.00 - ₹40,000.00 per month`Schedule:`US shift`Education:`Bachelor's (Preferred)`Experience:`Database administration: 3 years (Preferred)`Language:`English (Preferred)`Work Location: In person",https://in.indeed.com/company/Webyops-Inc/jobs/Database-Administrator-2a4f34b26b323b53?fccid=85163f7c94ac6220&vjs=3
Microsoft SQL Server Database Administration Application Support Engineer,Accenture,"Bengaluru, Karnataka",,"About Accenture: Accenture is a global professional services company with leading capabilities in digital, cloud and security. Combining unmatched experience and specialized skills across more than 40 industries, we offer Strategy and Consulting, Technology and Operations services and Accenture Song-all powered by the world's largest network of Advanced Technology and Intelligent Operations centers. Our 699,000 people deliver on the promise of technology and human ingenuity every day, serving clients in more than 120 countries. We embrace the power of change to create value and shared success for our clients, people, shareholders, partners and communities. Visit us at accenture.com`Project Role :Application Support Engineer`Project Role Description :Act as software detectives, provide a dynamic service identifying and solving issues within multiple components of critical business systems.`Management Level :10`Work Experience :4-6 years`Work location :Bengaluru`Must Have Skills :Microsoft SQL Server Database Administration`Good To Have Skills :Microsoft Azure Data Services`Job Requirements :`Key Responsibilities : 1Document and maintain daily database services on Windows 2 Managed the SQL Cluster on Windows supported versions 3 Periodic testing on SQL cluster 4 Establish and Maintain global security parameters on Windows 5 Participate in the effort to comply with Takeda Audits 6 Enable security audit logging with Windows Event Manager 7 Execute daily proactive database checklist specific to Windows 8 Identify inefficient SQL queries``Technical Experience : 1 Strong MS SQL DB administration experience in production environements 2 Configuration and support of complex Databases in AWS/Azure environment 3 Experience of managing multiple versions of MS SQL DBs 4 Practical experience in monitoring 5 Knowledge of reporting and query tools and practices``Professional Attributes : 1- Strong verbal and written communication skills 2 High technical aptitude and demonstrated commitment to technical skill development 3 Focused on service delivery and quality of work``Educational Qualification : Graduate``Additional Information : Take part in 24x7 Shift Rotations including Morning, Evening and Night Shifts``15 years of full time education",https://in.indeed.com/rc/clk?jk=bff83aa71d34a543&fccid=a4e4e2eaf26690c9&vjs=3
MySQL Database Administrator,BigSpire Software,"Bengaluru, Karnataka",,"Skill Sets: Should have a good communication skills, knowledge in SQL Programming and basic knowledge in Storage Engines, RDBMS Qualifications: Any UG or PG Degree``Please forward your resumes to careers@bigspire.com and we will get back to you if your resume matches our job criteria.``Thanks for applying for the job at bigspire",https://in.indeed.com/rc/clk?jk=fa4dda4dfedf50b7&fccid=1e3e186f5f922b89&vjs=3
Oracle Database Administrator,Gvi Technology,"Bengaluru, Karnataka",,Experience: 3 Yr`Vacancies: 1 nos`Posted date: 26/03/2022,https://in.indeed.com/rc/clk?jk=92d6356478914cb2&fccid=a549060c60603b95&vjs=3
SQL Server Database Administrator,LKQ India,"Bengaluru, Karnataka",,"Location : Bengaluru`No of Positions : 1`Shift Timings : Rotational Shift`Skills :`SSRS`SSAS`ETL tool`Talend`Job Description :`Ensure SQL Server services and databases are operational and available to end users and processes`Perform backup and restore operations, to include cloning production databases to development, quality control and customer test environments`Review, install, test, schedule and move to production all security patches for all environments, to include database engine, SSIS, SSAS, SSRS`Design, document and implement database schema and ETLs`Write, document, implement, review and tune stored procedures, functions and ad hoc T-SQL queries`Work all SQL Server incidents and requests",https://in.indeed.com/rc/clk?jk=dd422d8d9b85c78f&fccid=7558d7bc45a14701&vjs=3
20221228 - Junior System Administrator @Mysore,Invensoft Technologies,"Bengaluru, Karnataka",,"JOB DESCRIPTION`Designation : Junior System Administrator.``Brief:`Primarily responsible for managing the IT infrastructure like Servers, Desktops, Networking, Peripherals etc. at the location and on Cloud.`Will be responsible for providing IT support to the project team as and when required.`Primary Skills:`Windows Server Administration, implementation, configuration, and management.`Windows OS management on laptops, desktops.`Managing complete Networking.`Managing Cloud Infrastructure.`Job Responsibilities:`Installing, configuring, and troubleshooting Windows operating systems (server and laptops) and other software.`Creation and managing ADS, server domain and User Access Rights across network domain.`Installing and Configuring Office 365 outlook client, access rights, Antivirus and other software in server, user computers / laptops as required.`Managing complete networking, router management, firewall and UTM (Universal Threat Management) systems like Sophos.`Troubleshooting and solving network and IT Hardware / software related problems.`Maintain computer peripheral devices like printers and resolve associated problems.`Maintain IT security systems like CCTV Surveillance system and Biometric systems etc.`Knowledge on Unified Endpoint Management ( UEM) and Mobile Device Management (MDM).`Providing online and on-site support to users.`Monitoring the network links and take a suitable action by collecting the appropriate information and taking precautionary measure so that there would be no productivity loss.`Managing Daily Backup of maintenance of project folders, files and Database (Daily, weekly, monthly and on need basis).`Coordinate with all the IT vendors for any problem resolution.`Managing the Internet service and co-ordinate with ISP for troubleshooting and problem solving.`Managing Software Assets like licenses keys, versions etc.`Interaction with project team for files backup and restoration.`Responsible for proper working of all the IT infrastructure like servers, desktops, peripherals etc. at the location.`Adhering to company policies with respect information technology assets, information including proprietary.`Any critical IT infrastructure issues to be escalated immediately and regular reporting to management.`Desired Skills & Experience:`1 to 2 Year experience as System Administrator or Desktop Administrator.`Certifications on Server Management, Networking etc from reputed provider like Microsoft, Cisco will be an added advantage.`Industry Type: Information Technology / Software.`Role: Systems Administrator.`Functional Area: IT Infrastructure Management.`Location: Mysore, Karnataka, India.",https://in.indeed.com/rc/clk?jk=3ff481de18c58186&fccid=a887cd8500461234&vjs=3
Database Administrator - MSSQL,Reylon soft,"Bengaluru, Karnataka",,"Experience :`3 - 4 years`Location :`Bangalore`Job Description :`Assisting Senior Developer with DBA related work for projects`Functional Area :`Development`Role :`Assisting Senior Developer with DBA related work for projects`Key Skills :`MS SQL Management, Knowledge of DMVs, Code optimization`Educational Qualification :`BE/MCA/B.Tech`Attributes Required :`Exploratory Mind set.`Additional Requirement: DBA Certification in MSSQL",https://in.indeed.com/rc/clk?jk=e3e8fe4e9b1bb69f&fccid=52cc9dc81b4500f0&vjs=3
